"Forté Agent , URL: /wiki/Fort%C3%A9_Agent
","?","?","?","?","8 (October 20, 2014; 7 years ago (2014-10-20)) [±]","8 (October 20, 2014; 7 years ago (2014-10-20)) [±]"
"Geary , URL: /wiki/Geary_(software)
","2012","0.1","2012","0.1","40.0 (April 23, 2021; 10 months ago (2021-04-23)[7]) [±]","40.0 (April 23, 2021; 10 months ago (2021-04-23)[7]) [±]"
"Gnus , URL: /wiki/Gnus
","1987[8]","?","1988-02-01[8]","2.0","2015-04-06","2015-04-06"
"GroupWise , URL: /wiki/GroupWise
","?","?","1986","1.0","18.3[9] (December 2020; 1 year ago (2020-12)) [±]","18.3[9] (December 2020; 1 year ago (2020-12)) [±]"
"Hiri , URL: /wiki/Hiri_(email_client)
","2014-02","0.4","2016-06","1.0","1.0.11 (June 10, 2017; 4 years ago (2017-06-10)) [±]","1.0.11 (June 10, 2017; 4 years ago (2017-06-10)) [±]"
"i.Scribe / InScribe , URL: /wiki/Scribe_Mail
","1999","1.00","?","?","2.3.18 (March 30, 2021; 11 months ago (2021-03-30)) [±]","2.3.18 (March 30, 2021; 11 months ago (2021-03-30)) [±]"
"IBM Lotus Notes , URL: /wiki/IBM_Lotus_Notes
","1989 , URL: /wiki/Lotus_Notes#Version_history
","1.0 , URL: /wiki/Lotus_Notes#Version_history
","1989 , URL: /wiki/Lotus_Notes#Version_history
","1.0 , URL: /wiki/Lotus_Notes#Version_history
","11.0.1 (March 31, 2020; 23 months ago (2020-03-31)) [±]","11.0.1 (March 31, 2020; 23 months ago (2020-03-31)) [±]"
"IMP , URL: /wiki/Internet_Messaging_Program
","?","?","1998","1.0","6.2.16 (September 6, 2016; 5 years ago (2016-09-06)) [±]","6.2.16 (September 6, 2016; 5 years ago (2016-09-06)) [±]"
"K-9 Mail , URL: /wiki/K-9_Mail
","?","?","?","?","5.800 (24 July 2021; 7 months ago (24 July 2021))","5.800 (24 July 2021; 7 months ago (24 July 2021))"
"KMail , URL: /wiki/KMail
","1998-10","Alpha","1999-02","1.0.17","4.14.38 (November 7, 2017; 4 years ago (2017-11-07)) [±][10]","4.14.38 (November 7, 2017; 4 years ago (2017-11-07)) [±][10]"
"Mailbird , URL: /wiki/Mailbird
","2013-04-01","Public Beta","?","?","2.9.29 (April 22, 2021; 10 months ago (2021-04-22)) [±]","2.9.29 (April 22, 2021; 10 months ago (2021-04-22)) [±]"
"Mailpile , URL: /wiki/Mailpile
","2011-11","[11]","[12]","[13]","1.0.0rc6 (September 4, 2019; 2 years ago (2019-09-04)[14]) [±]","1.0.0rc6 (September 4, 2019; 2 years ago (2019-09-04)[14]) [±]"
"Microsoft Entourage , URL: /wiki/Microsoft_Entourage
","?","?","?","?","2008 (12.3.6) (March 12, 2013; 9 years ago (2013-03-12)) [±]","2008 (12.3.6) (March 12, 2013; 9 years ago (2013-03-12)) [±]"
"Microsoft Office Outlook , URL: /wiki/Microsoft_Office_Outlook
","1997","97","1997","97","Office 365 , URL: /wiki/Office_365
","2107 (Beta Channel) (16.0.13901.20462) / June 8, 2021; 9 months ago (2021-06-08)"
"Microsoft Office Outlook , URL: /wiki/Microsoft_Office_Outlook
","1997","97","1997","97","One-time purchase","2021 / October 5, 2021; 5 months ago (2021-10-05)[15]"
"Mozilla Thunderbird , URL: /wiki/Mozilla_Thunderbird
","2003-07-28","0.1","2004-12-07","1.0","
URL: https://www.wikidata.org/wiki/Q483604?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
","
URL: https://www.wikidata.org/wiki/Q483604?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
"
"Mulberry , URL: /wiki/Mulberry_(email_client)
","1996-09-20","1.0","1996-09-20","1.0","4.0.8 (February 21, 2007; 15 years ago (2007-02-21)) [±]","4.0.8 (February 21, 2007; 15 years ago (2007-02-21)) [±]"
"Mutt , URL: /wiki/Mutt_(email_client)
","1995","?","?","?","2.1.5[17] (December 30, 2021; 2 months ago (2021-12-30)) [±]","2.1.5[17] (December 30, 2021; 2 months ago (2021-12-30)) [±]"
"Netscape Messenger , URL: /wiki/Netscape_Messenger
","?","?","?","?","7.2 (August 17, 2007; 14 years ago (2007-08-17)) [±]","7.2 (August 17, 2007; 14 years ago (2007-08-17)) [±]"
"Netscape Messenger 9 , URL: /wiki/Netscape_Messenger_9
","2007-11-15","9.0a1","discontinued","discontinued","2007-11-15","2007-11-15"
"nmh / MH , URL: /wiki/MH_Message_Handling_System
","1979","?","?","?","1.5 (June 11, 2012; 9 years ago (2012-06-11)) [±]","1.5 (June 11, 2012; 9 years ago (2012-06-11)) [±]"
"Opera Mail , URL: /wiki/Opera_Mail
","1996-09","2.1b1","1996-12","2.1","1.0.1044[18] (February 16, 2016; 6 years ago (2016-02-16)) [±]","1.0.1044[18] (February 16, 2016; 6 years ago (2016-02-16)) [±]"
"Outlook Express , URL: /wiki/Outlook_Express
","1996","3.0","?","?","6.0 SP3 (April 21, 2008; 13 years ago (2008-04-21)) [±]","6.0 SP3 (April 21, 2008; 13 years ago (2008-04-21)) [±]"
"Pegasus Mail , URL: /wiki/Pegasus_Mail
","1990","?","1990","?","4.73 (7 June 2018; 3 years ago (2018-06-07)[19]) [±]","4.73 (7 June 2018; 3 years ago (2018-06-07)[19]) [±]"
"Pine , URL: /wiki/Pine_(email_client)
","1992-01-15","2.00","1992-01-15","2.00","4.64 (September 28, 2005; 16 years ago (2005-09-28)) [±]","4.64 (September 28, 2005; 16 years ago (2005-09-28)) [±]"
"Pocomail , URL: /wiki/Pocomail
","1999","?","?","?","4.8 build 4400 (April 6, 2009; 12 years ago (2009-04-06)) [±]","4.8 build 4400 (April 6, 2009; 12 years ago (2009-04-06)) [±]"
"RoundCube , URL: /wiki/RoundCube
","2006","0.1-rc1","2014-04-07","1.0.0","1.5-rc (3 July 2021; 30 December 2021; Error: first parameter cannot be parsed as a date or time. (3 July 2021; 30 December 2021))","1.5-rc (3 July 2021; 30 December 2021; Error: first parameter cannot be parsed as a date or time. (3 July 2021; 30 December 2021))"
"SeaMonkey , URL: /wiki/SeaMonkey
","2005-09-15","1.0a","2006-01-30","1.0","2.53.10.2 (December 28, 2021; 2 months ago (2021-12-28)[20]) [±]","2.53.10.2 (December 28, 2021; 2 months ago (2021-12-28)[20]) [±]"
"SquirrelMail , URL: /wiki/SquirrelMail
","1999-12","0.1","2001-01","1.0","1.4.22 (12 July 2011; 10 years ago (2011-07-12)) [±]","1.4.22 (12 July 2011; 10 years ago (2011-07-12)) [±]"
"Sylpheed , URL: /wiki/Sylpheed
","2000-01","0.1.0","2004-12","1.0.0","3.7.0 (January 31, 2018; 4 years ago (2018-01-31)) [±]","3.7.0 (January 31, 2018; 4 years ago (2018-01-31)) [±]"
"The Bat! , URL: /wiki/The_Bat!
","1997-03","1.0 Beta","1998-03","1.00 Build 1310","9.5 (December 21, 2021; 2 months ago (2021-12-21)) [±]","9.5 (December 21, 2021; 2 months ago (2021-12-21)) [±]"
"Trojitá , URL: /wiki/Trojit%C3%A1
","2009-08","0.1","2012-12","0.3.90","0.7 (June 15, 2016; 5 years ago (2016-06-15)[21]) [±]","0.7 (June 15, 2016; 5 years ago (2016-06-15)[21]) [±]"
"Turnpike , URL: /wiki/Turnpike_(software)
","1996 (circa)","1.0","1996 (circa)","1.0","6.06 (May 23, 2006; 15 years ago (2006-05-23)) [±]","6.06 (May 23, 2006; 15 years ago (2006-05-23)) [±]"
"Windows Live Mail , URL: /wiki/Windows_Live_Mail
","2007-11-06","12","2007-11-06","12","2012 (v16.4.3528.0331) (November 4, 2014; 7 years ago (2014-11-04)) [±]","2012 (v16.4.3528.0331) (November 4, 2014; 7 years ago (2014-11-04)) [±]"
"Windows Mail , URL: /wiki/Windows_Mail
","?","?","?","?","2007-01-01","2007-01-01"
"YAM , URL: /wiki/YAM_(Yet_Another_Mailer)
","1995","1.0","1995","1.0","2.9p1 (April 18, 2014; 7 years ago (2014-04-18)) [±]","2.9p1 (April 18, 2014; 7 years ago (2014-04-18)) [±]"
"Zimbra , URL: /wiki/Zimbra
","2005-11","Beta","2006-03","3.5","8.6.0[22] (December 15, 2014; 7 years ago (2014-12-15)) [±]","8.6.0[22] (December 15, 2014; 7 years ago (2014-12-15)) [±]"
