"Vehicle","Origin","Manufacturer","Mass to ... (kg)","Mass to ... (kg)","Mass to ... (kg)","Launches (+ suborbital)","Date of flight","Date of flight"
"Athena I , URL: /wiki/Athena_I
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","795[189]","515","","4[190]","1995","2001"
"Athena II , URL: /wiki/Athena_II
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","1,800[191]","","","3[192]","1998","1999[193]"
"Atlas-Centaur , URL: /wiki/Atlas-Centaur
","United States , URL: /wiki/United_States
","Lockheed , URL: /wiki/Lockheed_Corporation
","1,134[194]","2,222[195]","","148","1962","1983"
"Atlas G , URL: /wiki/Atlas_G
","United States , URL: /wiki/United_States
","Lockheed , URL: /wiki/Lockheed_Corporation
","5,900[196]","2,222","1,179 to HCO[196]","7[196]","1984","1989"
"Atlas H , URL: /wiki/Atlas_H
MSD , URL: /w/index.php?title=Multiple_Satellite_Dispenser&action=edit&redlink=1
","United States , URL: /wiki/United_States
","Lockheed , URL: /wiki/Lockheed_Corporation
","3,630[197]","","","5","1983","1987"
"Atlas I , URL: /wiki/Atlas_I
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","5,900[196]","2,340[196]","","11[196]","1990","1997"
"Atlas II , URL: /wiki/Atlas_II
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","6,780[196]","2,810","2,000 to HCO[196]","10[196]","1991","1998"
"Atlas II , URL: /wiki/Atlas_II
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","7,316[196]","3,180","2,160 to HCO[196]","23[196]","1992","2002"
"Atlas II , URL: /wiki/Atlas_II
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","8,618[196]","3,833","2,680 to HCO[196]","30[196]","1993","2004"
"Atlas III , URL: /wiki/Atlas_III
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","8,686[196]","4,060","2,970 to HCO[196]","2[196]","2000","2004"
"Atlas III , URL: /wiki/Atlas_III
DEC , URL: /wiki/Centaur_(rocket_stage)
","United States","Lockheed Martin , URL: /wiki/Lockheed_Martin
","10,759[196]","4,609[196]","","1[196]","2002","2002"
"Atlas III , URL: /wiki/Atlas_III
SEC , URL: /wiki/Centaur_(rocket_stage)
","United States , URL: /wiki/United_States
","Lockheed Martin , URL: /wiki/Lockheed_Martin
","10,218[198]","4,193[196]","","3[196]","2003","2005"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","11,000[14]","5,250","7,820 to SSO 1,750 to GEO","1[199]","2022","2022"
"Black Arrow , URL: /wiki/Black_Arrow
","United Kingdom","RAE , URL: /wiki/Royal_Aircraft_Establishment
","73[200]","","","2 (+2)","1969[a]","1971"
"Commercial Titan III , URL: /wiki/Commercial_Titan_III
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","13,100[201]","","","4","1990","1992"
"Delta 0300 , URL: /wiki/Delta_0100
","United States , URL: /wiki/United_States
","McDonnell Douglas","","340[202]","747 to SSO[203]","3[204]","1972","1973[205]"
"Delta 0900 , URL: /wiki/Delta_0100
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","1,300[206]","","818 to SSO[204]","2[204]","1972","1972"
"Delta 1410 , URL: /wiki/Delta_1000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","340[207]","","","1[204]","1975","1975"
"Delta 1604 , URL: /wiki/Delta_1000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","390[208]","","","2[204]","1972","1973"
"Delta 1900 , URL: /wiki/Delta_1000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","1,800[204]","","","1[204]","1973","1973"
"Delta 1910 , URL: /wiki/Delta_1000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","1,066[209]","","","1[204]","1975","1975"
"Delta 1913 , URL: /wiki/Delta_1000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","328[210]","","","1[204]","1973","1973"
"Delta 1914 , URL: /wiki/Delta_1000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","","680[211]","","2[204]","1972","1973"
"Delta 2310 , URL: /wiki/Delta_2000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","336[212]","","","3[204]","1974","1981"
"Delta 2313 , URL: /wiki/Delta_2000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","","","243 to GEO[213]","3[204]","1974","1977"
"Delta 2910 , URL: /wiki/Delta_2000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","1,887[204]","","","6[204]","1975","1978"
"Delta 2913 , URL: /wiki/Delta_2000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","2,000[214]","700[214]","","6[204]","1975","1976"
"Delta 2914 , URL: /wiki/Delta_2000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","","724[204]","","30[204]","1974","1979"
"Delta 3910 , URL: /wiki/Delta_3000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","2,494[204]","PAM-D , URL: /wiki/PAM-D
","","10[204]","1980","1988"
"Delta 3913 , URL: /wiki/Delta_3000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","816[215]","","","1[204]","1981","1981"
"Delta 3914 , URL: /wiki/Delta_3000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","","954[204]","","13[204]","1975","1987"
"Delta 3920 , URL: /wiki/Delta_3000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","3,452[204]","PAM-D , URL: /wiki/PAM-D
","","10[204]","1982","1989"
"Delta 3924 , URL: /wiki/Delta_3000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","","1,104[204]","","4[204]","1982","1984"
"Delta 4925 , URL: /wiki/Delta_4000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","3,400[216]","1,312[204]","","2[204]","1989","1990"
"Delta 5920 , URL: /wiki/Delta_5000
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","3,848[217]","","","1[204]","1989","1989"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","3,983[204]","","","3[204]","1990","1992"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","McDonnell Douglas , URL: /wiki/McDonnell_Douglas
","","1,447[204]","","14[204]","1989","1992"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
ULA , URL: /wiki/United_Launch_Alliance
","2,865[204]","","1,651 to SSO","12[204]","1999","2015"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
","","934[204]","636 to TLI 629 to HCO","3[204]","1998","2001"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","3,185[204]","","1,966 to SSO","14[204]","1998","2018"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
","","1,100[204]","804 to HCO","4[204]","1998","2002"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
","","1,058[204]","734 to TLI 711 to HCO","1[204]","1999","1999"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
ULA , URL: /wiki/United_Launch_Alliance
","5,030[204]","","3,123 to SSO","29[204]","1998","2017"
"Delta II , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
ULA , URL: /wiki/United_Launch_Alliance
","","1,819[204]","1,177 to TLI 1,265 to HCO","69[204]","1990","2009"
"Delta II-H , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
ULA , URL: /wiki/United_Launch_Alliance
","6,097[204]","","","3[204]","2003","2011"
"Delta II-H , URL: /wiki/Delta_II
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
ULA , URL: /wiki/United_Launch_Alliance
","","2,171","1,508 to HCO[204]","3[204]","2003","2007"
"Delta III , URL: /wiki/Delta_III
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
","8,292[204]","3,810","","3[204]","1998","2000"
"Delta IV , URL: /wiki/Delta_IV
","United States , URL: /wiki/United_States
","Boeing IDS , URL: /wiki/Boeing_IDS
","9,440[24]","4,440","7,690 to polar","3[25]","2003","2006"
"Delta IV , URL: /wiki/Delta_IV
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","13,140[24]","6,390","10,250 to polar","14[25]","2002","2019"
"Delta IV , URL: /wiki/Delta_IV
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","11,470[24]","5,490","9,600 to polar","3[25]","2012","2018"
"Delta IV , URL: /wiki/Delta_IV
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","14,140[24]","7,300","11,600 to polar","8[25]","2009","2019"
"Diamant , URL: /wiki/Diamant
","France , URL: /wiki/France
","SEREB , URL: /wiki/SEREB
","107[218][219]","","","12","1965","1975"
"Dnepr , URL: /wiki/Dnepr_(rocket)
","Ukraine , URL: /wiki/Ukraine
","Yuzhmash , URL: /wiki/Yuzhmash
","3,700[220]","","","22[220]","1999","2015[221]"
"Energia , URL: /wiki/Energia
","Soviet Union , URL: /wiki/Soviet_Union
","NPO Energia , URL: /wiki/NPO_Energia
","100,000[222]","","GEO , URL: /wiki/Geostationary_orbit
","1 (failed to orbit)[223]","1987","1987"
"Energia , URL: /wiki/Energia
Buran , URL: /wiki/Buran_(spacecraft)
","Soviet Union , URL: /wiki/Soviet_Union
","NPO Energia , URL: /wiki/NPO_Energia
Launcher , URL: /wiki/Energia
NPO Molniya , URL: /wiki/NPO_Molniya
Orbiter , URL: /wiki/Buran_(spacecraft)
","30,000[222][c]","","","1","1988","1988"
"Falcon 1 , URL: /wiki/Falcon_1
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","470[224]","","","5[224]","2006","2009"
"Falcon 9 v1.0 , URL: /wiki/Falcon_9_v1.0
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","10,450[225]","4,540[225]","","5[226]","2010","2013"
"Falcon 9 v1.1 , URL: /wiki/Falcon_9_v1.1
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","13,150[227][d]","4,850[227]","","15[226]","2013","2016"
"Feng Bao 1 , URL: /wiki/Feng_Bao_1
","China , URL: /wiki/China
","Shanghai Bureau No.2 , URL: /wiki/Shanghai_Academy_of_Spaceflight_Technology
","2,500[228]","","","8 (+3)[229]","1972","1981"
"GSLV Mk.I(a) , URL: /wiki/Geosynchronous_Satellite_Launch_Vehicle
","India , URL: /wiki/India
","ISRO , URL: /wiki/ISRO
","5,000[47]","1,540[230]","","1[230]","2001","2001"
"GSLV Mk.I(b) , URL: /wiki/Geosynchronous_Satellite_Launch_Vehicle
","India , URL: /wiki/India
","ISRO , URL: /wiki/ISRO
","5,000[47]","2,150[230]","","4[230]","2003","2007"
"GSLV Mk.I(c) , URL: /wiki/Geosynchronous_Satellite_Launch_Vehicle
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","5,000[47]","","","1[230]","2010","2010"
"H-I , URL: /wiki/H-I
","Japan , URL: /wiki/Japan
United States , URL: /wiki/United_States
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","1,400[231]","","","9","1986","1992"
"H-II , URL: /wiki/H-II
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","10,060[232]","4,000[233]","","7[233]","1994","1999"
"H-IIA , URL: /wiki/H-IIA
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","","4,500[54]","","3[54]","2005","2007"
"H-IIA , URL: /wiki/H-IIA
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","11,000[234]","5,000[54]","","7[54]","2002","2008"
"H-IIB , URL: /wiki/H-IIB
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","ISS , URL: /wiki/ISS
","8,000","","8[235]","2009","2020"
"J-I , URL: /wiki/J-I
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","1,000[237]","","","0 (+1)","1996","1996"
"Kaituozhe-1 , URL: /wiki/Kaituozhe-1
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","100[238]","","","2","2002","2003"
"Kosmos-3M , URL: /wiki/Kosmos-3M
","Soviet Union , URL: /wiki/Soviet_Union
Russia , URL: /wiki/Russia
","NPO Polyot , URL: /wiki/NPO_Polyot
","1,500[239]","","","442[240]","1967","2010"
"Lambda 4S , URL: /wiki/Lambda_4S
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","26[241]","","","5","1966","1970"
"Long March 1 , URL: /wiki/Long_March_1
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","300[242]","","","2[243]","1970","1971"
"Long March 1D , URL: /wiki/Long_March_1D
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","740[244]","","","0 (+3)[243]","1995[e]","2002"
"Long March 2A","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","2,000[245]","","","4[72]","1974","1978"
"Long March 2E , URL: /wiki/Long_March_2E
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","9,200[72]","","","7[72]","1990","1995"
"Long March 3 , URL: /wiki/Long_March_3
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","5,000[74]","","","13[74]","1984","2000"
"Long March 3B , URL: /wiki/Long_March_3B
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","11,200[73]","5,100","5,700 to SSO","12[74]","1996","2012"
"Long March 4A , URL: /wiki/Long_March_4A
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","4,000","","","2[75]","1988","1990"
"M-V , URL: /wiki/M-V
","Japan , URL: /wiki/Japan
","Nissan Motors[236] (1997–2000) IHI Aerospace[28] (2000–2006)","1,850[241]","","","7","1997","2006"
"Molniya , URL: /wiki/Molniya_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","1,800[246]","","","40[247]","1960","1967"
"Molniya-M , URL: /wiki/Molniya-M
","Soviet Union , URL: /wiki/Soviet_Union
Russia , URL: /wiki/Russia
","RSC Energia , URL: /wiki/RSC_Energia
","2,400[248]","","","280[249]","1965","2010"
"Mu-3C , URL: /wiki/Mu_(rocket_family)
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","195[241]","","","4","1974","1979"
"Mu-3H , URL: /wiki/Mu_(rocket_family)
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","300[241]","","","3","1977","1978"
"Mu-3S , URL: /wiki/Mu_(rocket_family)
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","300[241]","","","4","1980","1984"
"Mu-3SII , URL: /wiki/Mu_(rocket_family)
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","770[241]","","","8","1985","1995"
"Mu-4S , URL: /wiki/Mu_(rocket_family)
","Japan , URL: /wiki/Japan
","Nissan Motors , URL: /wiki/Nissan_Motors
","180[241]","","","4","1971","1972"
"N1 , URL: /wiki/N1_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","NPO Energia , URL: /wiki/NPO_Energia
","95,000[250][251][252][f]","","","4[253] (never reached orbit)","1969","1972"
"N-I , URL: /wiki/N-I_(rocket)
","Japan , URL: /wiki/Japan
United States , URL: /wiki/United_States
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","1,200[254]","","","7","1975","1982"
"N-II , URL: /wiki/N-II_(rocket)
","Japan , URL: /wiki/Japan
United States , URL: /wiki/United_States
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","2,000[255]","","","8","1981","1987"
"Naro-1 , URL: /wiki/Naro-1
","South Korea , URL: /wiki/South_Korea
Russia , URL: /wiki/Russia
","KARI , URL: /wiki/KARI
Khrunichev , URL: /wiki/Khrunichev_State_Research_and_Production_Space_Center
","100[256]","","","3","2009","2013"
"NOTS-EV-1 Pilot , URL: /wiki/NOTS-EV-1_Pilot
","United States , URL: /wiki/United_States
","United States Navy , URL: /wiki/United_States_Navy
","1.05[257]","","","10","1958","1958"
"Paektusan , URL: /wiki/Taepodong-1
","North Korea , URL: /wiki/North_Korea
","KCST , URL: /wiki/Korean_Committee_of_Space_Technology
","700[258]","","","0 (+1)","1998","1998"
"Polyot , URL: /wiki/Polyot_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","1,400","","","2","1963","1964"
"Proton-K , URL: /wiki/Proton-K
","Soviet Union , URL: /wiki/Soviet_Union
Russia , URL: /wiki/Russia
","Khrunichev , URL: /wiki/Khrunichev_State_Research_and_Production_Space_Center
","19,760[259]","4,930[260]","","311[261]","1965","2012"
"PSLV-G , URL: /wiki/PSLV-G
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","3,200[120]","1,050","1,600 to SSO","12[120]","1993","2016[262]"
"Rokot , URL: /wiki/Rokot
","Russia , URL: /wiki/Russia
","Khrunichev , URL: /wiki/Khrunichev_State_Research_and_Production_Space_Center
","1,950[263]","","1,200 to SSO","34[263]","1990","2019"
"Safir , URL: /wiki/Safir_(rocket)
","Iran , URL: /wiki/Iran
","Iranian Space Agency , URL: /wiki/Iranian_Space_Agency
","65[264]","","","7[264][g]","2008","2019"
"Saturn I , URL: /wiki/Saturn_I
","United States , URL: /wiki/United_States
","Chrysler , URL: /wiki/Chrysler
Douglas , URL: /wiki/Douglas_Aircraft_Company
S-IV , URL: /wiki/S-IV
","9,000[265]","","","10[266]","1961","1965[266]"
"Saturn IB , URL: /wiki/Saturn_IB
","United States , URL: /wiki/United_States
","Chrysler , URL: /wiki/Chrysler
S-IB , URL: /wiki/S-IB
Douglas , URL: /wiki/Douglas_Aircraft_Company
S-IVB , URL: /wiki/S-IVB
","18,600[267]","","","9[268]","1966","1975"
"Saturn V , URL: /wiki/Saturn_V
","United States , URL: /wiki/United_States
","Boeing , URL: /wiki/Boeing
S-IC , URL: /wiki/S-IC
North American , URL: /wiki/North_American_Aviation
S-II , URL: /wiki/S-II
Douglas , URL: /wiki/Douglas_Aircraft_Company
S-IVB , URL: /wiki/S-IVB
","140,000[269][270]","","47,000 to TLI[271]","13[272][273][h]","1967","1973"
"Scout , URL: /wiki/Scout_(rocket_family)
","United States , URL: /wiki/United_States
","US Air Force , URL: /wiki/US_Air_Force
NASA , URL: /wiki/NASA
","174[274]","","","125","1961","1994"
"Shtil' , URL: /wiki/Shtil%27
","Russia , URL: /wiki/Russia
","Makeyev , URL: /wiki/Makeyev_Rocket_Design_Bureau
","280–420[275]","","","2[276]","1998","2006"
"SLV , URL: /wiki/Satellite_Launch_Vehicle
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","40[277]","","","4[277]","1979","1983[277]"
"Soyuz , URL: /wiki/Soyuz_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","6,450","","","31[278]","1966","1976"
"Soyuz-FG , URL: /wiki/Soyuz-FG
","Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
","6,900[279]","","","70[132][280]","2001","2019"
"Soyuz-L , URL: /wiki/Soyuz-L
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","5,500","","","3[281]","1970","1971"
"Soyuz-M , URL: /wiki/Soyuz-M
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","6,600","","","8[282]","1971","1976"
"Soyuz ST-A , URL: /wiki/Soyuz_ST-A
","Russia , URL: /wiki/Russia
Europe , URL: /wiki/Europe
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
Arianespace , URL: /wiki/Arianespace
","Kourou , URL: /wiki/Guiana_Space_Centre
","Fregat , URL: /wiki/Fregat
","","6[132]","2011","2020"
"Soyuz ST-B , URL: /wiki/Soyuz_ST-B
","Russia , URL: /wiki/Russia
Europe , URL: /wiki/Europe
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
Arianespace , URL: /wiki/Arianespace
","Kourou , URL: /wiki/Guiana_Space_Centre
","Fregat , URL: /wiki/Fregat
","4,400 to SSO[286]","16[132]","2011","2019"
"Soyuz-U , URL: /wiki/Soyuz-U
","Soviet Union , URL: /wiki/Soviet_Union
Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
","Baikonour , URL: /wiki/Baikonur_Cosmodrome
Plesetsk , URL: /wiki/Plesetsk_Cosmodrome
","","","786[132][133][288]","1973","2017"
"Soyuz-U2 , URL: /wiki/Soyuz-U2
","Soviet Union , URL: /wiki/Soviet_Union
Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
","7,050","","","72[289]","1982","1995"
"Space Shuttle , URL: /wiki/Space_Shuttle
","United States , URL: /wiki/United_States
","ATK , URL: /wiki/Alliant_Techsystems
SRBs , URL: /wiki/Space_Shuttle_Solid_Rocket_Booster
Martin Marietta , URL: /wiki/Martin_Marietta
External tank , URL: /wiki/Space_Shuttle_external_tank
Rockwell , URL: /wiki/Rockwell_International
Orbiter , URL: /wiki/Space_Shuttle_orbiter
","24,400[c]","4,944 with IUS[290] 1,200 with PAM-D[291]","IUS , URL: /wiki/Inertial_Upper_Stage
","135[292]","1981","2011"
"Sputnik , URL: /wiki/Sputnik_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","500[293]","","","2","1957","1957"
"Sputnik , URL: /wiki/Sputnik_(rocket)
","Soviet Union , URL: /wiki/Soviet_Union
","RSC Energia , URL: /wiki/RSC_Energia
","1,327","","","2","1958","1958"
"Start-1 , URL: /wiki/Start-1
","Russia , URL: /wiki/Russia
","MITT , URL: /wiki/Moscow_Institute_of_Thermal_Technology
","532","","SSO , URL: /wiki/Sun_synchronous_orbit
","5[295]","1993","2006"
"Strela , URL: /wiki/Strela_(rocket)
","Russia , URL: /wiki/Russia
","Khrunichev , URL: /wiki/Khrunichev_State_Research_and_Production_Space_Center
","1,400[296]","","","3[297]","2003","2014"
"Titan II GLV , URL: /wiki/Titan_II_GLV
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","3,600[298]","","","11 (+1)","1964","1966"
"Titan II(23)G , URL: /wiki/Titan_23G
","United States , URL: /wiki/United_States
","Martin Marietta , URL: /wiki/Martin_Marietta
","3,600[299]","","","13","1988","2003"
