"Protocol Buffers (protobuf)","Google","N/A","No","Developer Guide: Encoding","Yes","Partiald","No","Built-in","C++, Java, C#, Python, Go, Ruby, Objective-C, C, Dart, Perl, PHP, R, Rust, Scala, Swift, Julia, Erlang, D, Haskell, Action Script, Delphi, Elixir, Elm, Erlang, GopherJS, Haskell, Haxe, JavaScript, Kotlin, Lua, Matlab, Mercurt, OCaml, Prolog, Solidity, Typescript, Vala, Visual Basic","No"
"Ethereum Recursive Length Prefix (RLP)","Ethereum","N/A","No","Specification","Yes","No","No","No","Erlang, Go, Java, Javascript, Kotlin, Objective-C, Python, Swift, PHP","Yes"
"S-expressions","John McCarthy (original) Ron Rivest (internet draft)","Lisp, Netstrings","Largely de facto",""S-Expressions" Internet Draft","Yes, canonical representation","Yes, advanced transport representation","No","No","","N/A"
"Smile","Tatu Saloranta","JSON","No","Smile Format Specification","Yes","No","Yes","Partial (JSON Schema Proposal, other JSON schemas/IDLs)","Partial (via JSON APIs implemented with Smile backend, on Jackson, Python)","N/A"
"SOAP","W3C","XML","Yes","W3C Recommendations: SOAP/1.1 SOAP/1.2","Partial (Efficient XML Interchange, Binary XML, Fast Infoset, MTOM, XSD base64 data)","Yes","Built-in id/ref, XPointer, XPath","WSDL, XML schema","DOM, SAX, XQuery, XPath","N/A"
"Structured Data eXchange Formats","Max Wildgrube","N/A","Yes","RFC 3072","Yes","No","No","No","","N/A"
"Apache Thrift","Facebook (creator) Apache (maintainer)","N/A","No","Original whitepaper","Yes","Partialc","No","Built-in","C++, Java, Python, PHP, Ruby, Erlang, Perl, Haskell, C#, Cocoa, JavaScript, Node.js, Smalltalk, OCaml, Delphi and other languages[3]","N/A"
"UBJSON","The Buzz Media, LLC","JSON, BSON","No","ubjson.org","Yes","No","No","No","No","N/A"
"eXternal Data Representation (XDR)","Sun Microsystems (creator) IETF (maintainer)","N/A","Yes","STD 67/RFC 4506","Yes","No","Yes","Yes","Yes","N/A"
"XML","W3C","SGML","Yes","W3C Recommendations: 1.0 (Fifth Edition) 1.1 (Second Edition)","Partial (Efficient XML Interchange, Binary XML, Fast Infoset, XSD base64 data)","Yes","XPointer, XPath","XML schema, RELAX NG","DOM, SAX, XQuery, XPath","N/A"
"XML-RPC","Dave Winer[4]","XML","No","XML-RPC Specification","No","Yes","No","No","No","No"
"YAML","Clark Evans, Ingy döt Net, and Oren Ben-Kiki","C, Java, Perl, Python, Ruby, Email, HTML, MIME, URI, XML, SAX, SOAP, JSON[5]","No","Version 1.2","No","Yes","Yes","Partial (Kwalify, Rx, built-in language type-defs)","No","No"
"null","null","null","null","null","null","null","null","null","null","null"
