"I2P (protocol BitTorrent)","Yes","magnet","Free","GNU, macOS, Windows","GPL","Python","Yes","2012","needs I2P to run"
"Share","Yes","No","Free","Windows","Proprietary","Object Pascal (Delphi)","Yes","2006","Anonymous developer; tries to be Winny successor"
"eDonkey, BitTorrent, Gnutella, Gnutella2, Direct Connect; HTTP/FTP download","No","ed2k, magnet, Piolet/MP2P, gnutella","Free","Windows","GPL","C++","Yes","2017, 2.7.10.2 (September 18, 2017; 4 years ago (2017-09-18)[12]) [±]","Uses a powerful files library; maintained by volunteer group"
"RShare","Yes","No","Free","GNU, macOS, Windows","GPL","C#","Yes","2011","Evolution of the RShare client with many functions."
"Soulseek","No","No","Free, donations for privileges","Windows, Mac, Linux","Proprietary","?","Yes","2015, SoulseekQt build 2021.02.06 (February 6, 2021; 12 months ago (2021-02-06)) [±]","Folder downloads, browse users with folder trees, no multi-source downloads"
"BitTorrent and its own","Yes","magnet","Free","Windows, GNU, macOS","GNU LGPL v2.1+[13]","Python, C++","Yes","2019, 7.11.0 (January 1, 2022; 52 days ago (2022-01-01)) [±][14]","Unlike most other torrent clients, Tribler is decentralized (as well as anonymous) and does not rely on any trackers or any other indexing service to discover content.[15] Also features a built-in video streamer."
"BitTorrent and I2P","No (except when using I2P)","magnet","Free","GNU, macOS, Windows","GPL","Java","No","2016, 5.7.6.0 (November 2, 2017; 4 years ago (2017-11-02)) [±][16]",""
"WinMX Peer Network (independent, now user-operated), OpenNAP, chatrooms supported","No","No","Free","Windows","Proprietary","C++","Yes","2004","Official development has ceased due to RIAA coercion. Versions 3.53, 3.54 beta 4 and older are available from 3rd parties."
"Winny","Yes","No","Free","Windows","Proprietary","C++","Yes","2003",""
"Gnutella, BitTorrent","No","magnet","Free","GNU, macOS, Windows","GPL","Java","Yes","2016","Forked from Limewire pro"
"null","null","null","null","null","null","null","null","null","null"
