"Ariane 6 , URL: /wiki/Ariane_6
","Europe , URL: /wiki/Europe
","ArianeGroup , URL: /wiki/ArianeGroup
","21,650[11]: 46 ","11,500+ [11]: 33 ","14,900 to SSO 5,000 to GEO 8,400 to HEO 8,500 to TLI [11]: 40–49 ","0","2023",""
"Rocket 3 , URL: /wiki/Rockets_by_Astra#Rocket_3
","United States , URL: /wiki/United_States
","Astra Space , URL: /wiki/Astra_Space
","100[12]","","150 to SSO","3","2020[12]","2021[13]"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","9,050[14]","4,950","6,670 to SSO","38[14]","2002","2021"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","9,050[14]","6,075","8,495 to SSO","6[14]","2006","2020"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","9,050[14]","7,000","9,050 to SSO","7[14]","2007","2017"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","9,050[14]","7,800","9,050 to SSO","3[14]","2005","2016"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","8,250[14]","3,970","5,945 to SSO 1,500 to GEO","6[14]","2010","2020"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","13,300[14]","6,485","9,585 to SSO 2,760 to GEO","2[14]","2003","2004"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","15,300[14]","7,425","11,160 to SSO 3,250 to GEO","3[14]","2010","2020"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","17,100[14]","8,240","12,435 to SSO 3,730 to GEO","7[14]","2011","2020"
"Atlas V , URL: /wiki/Atlas_V
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","18,500[14]","8,700","13,550 to SSO 3,960 to GEO","11[14]","2006","2020"
"Atlas V , URL: /wiki/Atlas_V
N22 , URL: /wiki/Atlas_V_N22
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","13,000","","","1","2019[16]","2019"
"Beta , URL: /wiki/Firefly_Beta
","United States , URL: /wiki/United_States
Ukraine , URL: /wiki/Ukraine
","Firefly Aerospace , URL: /wiki/Firefly_Aerospace
","8,000[17]","TBA","5,800 to SSO","0","TBA",""
"Bloostar , URL: /wiki/Bloostar
","Spain , URL: /wiki/Spain
","Zero 2 Infinity , URL: /wiki/Zero_2_Infinity
","140[18]","","75 to SSO[18]","0","TBA",""
"Blue Whale 1 , URL: /wiki/Blue_Whale_1
","South Korea , URL: /wiki/South_Korea
","Perigee Aerospace , URL: /wiki/Perigee_Aerospace
","63[19]","","50 to SSO","0","TBA",""
"Ceres-1 , URL: /wiki/Ceres-1
","China , URL: /wiki/China
","Galactic Energy , URL: /wiki/Galactic_Energy
","350","","270 to SSO","2[20]","2020","2021"
"Cyclone-4M , URL: /wiki/Cyclone-4M
","Ukraine , URL: /wiki/Ukraine
","Yuzhnoye , URL: /wiki/Yuzhnoye_Design_Office
Yuzhmash , URL: /wiki/Yuzhmash
","5,000[21]","1,000[22]","3,350 to SSO[21]","0","2023[23]",""
"Chetak , URL: /w/index.php?title=Chetak_(rocket)&action=edit&redlink=1
","India , URL: /wiki/India
","Bellatrix Aerospace , URL: /wiki/Bellatrix_Aerospace
","","","","","2023",""
"Delta IV Heavy , URL: /wiki/Delta_IV_Heavy
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","28,790[24]","14,220","23,560 to polar 11,290 to TLI 8,000 to TMI","11[25]","2004","2020"
"Electron , URL: /wiki/Rocket_Lab_Electron
","United States , URL: /wiki/United_States
New Zealand , URL: /wiki/New_Zealand
","Rocket Lab , URL: /wiki/Rocket_Lab
","300[26]","","200 to SSO[26]","24[27]","2017","2022"
"Epsilon , URL: /wiki/Epsilon_(rocket)
","Japan , URL: /wiki/Japan
","IHI , URL: /wiki/IHI_Aerospace
","1,500[29]","","590 to SSO","4[30]","2013","2019"
"Eris , URL: /wiki/Eris_(rocket)
","Australia , URL: /wiki/Australia
Singapore , URL: /wiki/Singapore
","Gilmour Space Technologies , URL: /wiki/Gilmour_Space_Technologies
","305[31]","","","0","2022[31]",""
"Falcon 9 Full Thrust , URL: /wiki/Falcon_9_Full_Thrust
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","16,800+[32]","5,500[33][f]","9,600 to polar[35]","109[36][37][g]","2015","2022"
"Falcon 9 Full Thrust (expended)","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","22,800[33]","8,300[33]","4,020 to TMI","15[39][40]","2017","2020"
"Falcon Heavy , URL: /wiki/Falcon_Heavy
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","30,000[42]–57,000[43]","8,000[33]–10,000[h]","","3[44][45]","2018","2019"
"Falcon Heavy , URL: /wiki/Falcon_Heavy
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","63,800[46]","26,700[46]","16,800 to TMI[46]","0","– [i]",""
"GSLV Mk II , URL: /wiki/GSLV_Mk_II
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","5,000[47]","2,700[48][j]","","7[49]","2010","2018"
"GSLV Mk III , URL: /wiki/GSLV_Mk_III
","India , URL: /wiki/India
","ISRO , URL: /wiki/ISRO
","10,000[50]","4,000","2,380 to TLI","3[51]","2017[k]","2019"
"H-IIA , URL: /wiki/H-IIA
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","8,000[53]: 67 ","4,000[53]: 48 ","5,100 to SSO[l] [53]: 64–65 ","26[54]","2001","2020"
"H-IIA , URL: /wiki/H-IIA
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","","5,950[53]: 48 ","","4[54]","2006","2017"
"H3 , URL: /wiki/H3_(rocket)
","Japan , URL: /wiki/Japan
","Mitsubishi , URL: /wiki/Mitsubishi_Heavy_Industries
","4,000[55]","6,500[56]","4,000 to SSO[57]","0","2022[58]",""
"Hyperbola-1 , URL: /wiki/Hyperbola-1
","China , URL: /wiki/China
","i-Space , URL: /wiki/I-Space_(Chinese_company)
","300[59]","","","1[60]","2019[61][m]","2019"
"Hyperbola-2","China , URL: /wiki/China
","i-Space , URL: /wiki/I-Space_(Chinese_company)
","2,000[59]","","","0","2022[62]",""
"Jielong 1 , URL: /wiki/Jielong_1
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","","","200 (SSO)","1[63]","2019","2019"
"Kaituozhe-2 , URL: /wiki/Kaituozhe-2
","China , URL: /wiki/China
","CASC , URL: /wiki/China_Aerospace_Science_and_Technology_Corporation
","800[64]","","","1[64]","2017","2017"
"Kuaizhou 1 , URL: /wiki/Kuaizhou_1
","China , URL: /wiki/China
","ExPace , URL: /wiki/ExPace
","400[65]","","","9[65]","2013[n]","2020"
"Kuaizhou 11 , URL: /wiki/Kuaizhou_11
","China , URL: /wiki/China
","ExPace , URL: /wiki/ExPace
","1,500[66]","","1,000 to SSO[67]","1","2020","2020"
"Kuaizhou 21 , URL: /wiki/Kuaizhou_21
","China , URL: /wiki/China
","ExPace , URL: /wiki/ExPace
","20,000[68]","","","0","2025[67]",""
"LauncherOne , URL: /wiki/LauncherOne
","United States , URL: /wiki/United_States
","Virgin Orbit , URL: /wiki/Virgin_Orbit
","500[69]","","300 to SSO[70]","4","2020","2022"
"Long March 2C , URL: /wiki/Long_March_2C
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","3,850 [citation needed]","1,250 with CTS2","YZ-1 , URL: /wiki/YZ-1
","64[72]","1982","2021"
"Long March 2D , URL: /wiki/Long_March_2D
","China , URL: /wiki/China
","SAST , URL: /wiki/Shanghai_Academy_of_Spaceflight_Technology
","4,000","","1,150 to SSO","54[72]","1992","2021"
"Long March 2F , URL: /wiki/Long_March_2F
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","8,600","","","15[72]","1999","2021"
"Long March 3A , URL: /wiki/Long_March_3A
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","6,000[73]","2,600","5,000 to SSO","27[74]","1994","2018"
"Long March 3B/E , URL: /wiki/Long_March_3B/E
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","11,500[73]","5,500","6,900 to SSO","67[74]","2007","2021"
"Long March 3C , URL: /wiki/Long_March_3C
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","9,100[73]","3,800","6,500 to SSO","18[74]","2008","2021"
"Long March 4B , URL: /wiki/Long_March_4B
","China , URL: /wiki/China
","SAST , URL: /wiki/Shanghai_Academy_of_Spaceflight_Technology
","4,200[75]","1,500","2,800 to SSO","43[75]","1999","2021"
"Long March 4C , URL: /wiki/Long_March_4C
","China , URL: /wiki/China
","SAST , URL: /wiki/Shanghai_Academy_of_Spaceflight_Technology
","4,200[76]","1,500","2,800 to SSO","36[75]","2006","2021"
"Long March 5 , URL: /wiki/Long_March_5
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","","14,000 [77]","15,000 to SSO[78] 9,400 to TLI[77] 6,000 to TMI[77]","5[78]","2016","2020"
"Long March 5 , URL: /wiki/Long_March_5
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","25,000[78]","","","2[78]","2020[79]","2021"
"Long March 6 , URL: /wiki/Long_March_6
","China , URL: /wiki/China
","SAST , URL: /wiki/Shanghai_Academy_of_Spaceflight_Technology
","","","1,080 to SSO[80]","8[81]","2015","2021"
"Long March 7 , URL: /wiki/Long_March_7
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","13,500[82]","","5,500 to SSO","4[83]","2016[84]","2021"
"Long March 7A , URL: /wiki/Long_March_7
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","","5,500 to 7,000[79]","","3[83]","2020","2021"
"Long March 8 , URL: /wiki/Long_March_8
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","8,400","2,800","5,000 to SSO","1[85]","2020","2020"
"Long March 9 , URL: /wiki/Long_March_9
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","150,000[86]","66,000[87]","53,000 to TLI[86] 40,000 to TMI[88]","0","2030[89]",""
"Long March 11 , URL: /wiki/Long_March_11
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","700[90]","","350 to SSO","11[91]","2015","2020"
"Minotaur I , URL: /wiki/Minotaur_I
","United States , URL: /wiki/United_States
","Northrop Grumman , URL: /wiki/Northrop_Grumman
","580[92]","","","12[93]","2000","2021"
"Minotaur IV , URL: /wiki/Minotaur_IV
","United States , URL: /wiki/United_States
","Northrop Grumman , URL: /wiki/Northrop_Grumman
","1,735[94]","","","5[95][o]","2010","2020"
"Minotaur V , URL: /wiki/Minotaur_V
","United States , URL: /wiki/United_States
","Northrop Grumman , URL: /wiki/Northrop_Grumman
","","670[95]","465 to HCO","1[95]","2013","2013"
"Minotaur-C , URL: /wiki/Minotaur-C
","United States , URL: /wiki/United_States
","Northrop Grumman , URL: /wiki/Northrop_Grumman
","1,458[97]","","1,054 to SSO[p]","10[98]","1994","2017"
"Miura 5 , URL: /wiki/Miura_5
","Spain , URL: /wiki/Spain
","PLD Space , URL: /wiki/PLD_Space
","300[99]","","","0","2024[100]",""
"Neutron , URL: /wiki/Rocket_Lab_Neutron
","United States , URL: /wiki/United_States
New Zealand , URL: /wiki/New_Zealand
","Rocket Lab , URL: /wiki/Rocket_Lab
","8,000","","","0","2024[101]",""
"New Glenn , URL: /wiki/New_Glenn
","United States","Blue Origin , URL: /wiki/Blue_Origin
","45,000[102]","13,000","","0","2022 Q4[103]",""
"New Line 1 , URL: /wiki/New_Line_1
","China , URL: /wiki/China
","LinkSpace , URL: /wiki/LinkSpace
","","","200 to SSO[104]","0","TBA",""
"Nuri , URL: /wiki/Nuri_(rocket)
","South Korea , URL: /wiki/South_Korea
","KARI , URL: /wiki/Korea_Aerospace_Research_Institute
","","","1,500 to SSO[105][106]","1[106]","2021","2021"
"OS-M1 , URL: /wiki/OneSpace#Rockets
","China , URL: /wiki/China
","OneSpace , URL: /wiki/OneSpace
","205[107]","","143 to SSO","1","2019[108][q]","2019"
"OS-M2 , URL: /wiki/OneSpace#Rockets
","China , URL: /wiki/China
","OneSpace , URL: /wiki/OneSpace
","390[107]","","292 to SSO","0","TBA",""
"Pegasus , URL: /wiki/Pegasus_(rocket)
","United States , URL: /wiki/United_States
","Northrop Grumman , URL: /wiki/Northrop_Grumman
","500[110]","","","44[110][111]","1990","2019"
"Prime , URL: /wiki/Orbex#Prime
","United Kingdom , URL: /wiki/United_Kingdom
","Orbex , URL: /wiki/Orbex
","220[112]","","150 to SSO[d][113]","0","2022[114]",""
"Proton-M , URL: /wiki/Proton-M
","Russia , URL: /wiki/Russia
","Khrunichev , URL: /wiki/Khrunichev_State_Research_and_Production_Space_Center
","23,000 (M+)[115] 21,600 (M)[116]","6,920 (M+) 6,150 (M)","","108[117][118][119]","2001","2020"
"PSLV-CA , URL: /wiki/PSLV-CA
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","2,100[120]","","1,100 to SSO","14[120]","2007","2019"
"PSLV-DL , URL: /wiki/PSLV-DL
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","","","","1[120]","2019","2021"
"PSLV-QL , URL: /wiki/PSLV-QL
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","","","","2[120]","2019","2019"
"PSLV-XL , URL: /wiki/PSLV-XL
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","3,800[120]","1,300","TMI , URL: /wiki/Mars_Orbiter_Mission#Mission_profile
","21[120]","2008","2020"
"Qased , URL: /wiki/Qased_(rocket)
","Iran , URL: /wiki/Iran
","Revolutionary Guard Corps (IRGC) , URL: /wiki/Islamic_Revolutionary_Guard_Corps
","","","","2","2020","2022"
"Ravn X , URL: /w/index.php?title=Ravn_X&action=edit&redlink=1
","United States , URL: /wiki/United_States
","Aevum , URL: /w/index.php?title=Aevum_(aerospace)&action=edit&redlink=1
","100[122]","","","0","TBA",""
"RFA One","Germany , URL: /wiki/Germany
","Rocket Factory Augsburg AG , URL: /wiki/Rocket_Factory_Augsburg_AG
","1,600[123]","450[123]","","0","2022[124]",""
"RS1 , URL: /wiki/RS1_(rocket)
","United States , URL: /wiki/United_States
","ABL Space Systems , URL: /wiki/ABL_Space_Systems
","1,350[125]","400","1,000 to SSO 750 to MEO","0","2022[126]",""
"Shavit , URL: /wiki/Shavit_2
","Israel , URL: /wiki/Israel
","IAI , URL: /wiki/Israel_Aerospace_Industries
","300[127]","","","10[128]","1988","2020"
"Simorgh , URL: /wiki/Simorgh_(rocket)
","Iran , URL: /wiki/Iran
","Iranian Space Agency , URL: /wiki/Iranian_Space_Agency
","350[129]","","","2[129][r]","2017","2019"
"Soyuz-2.1a , URL: /wiki/Soyuz-2.1a
","Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
","Baikonur , URL: /wiki/Baikonur_Cosmodrome
","","","33[131][132][133]","2006[s]","2020"
"Soyuz-2.1b , URL: /wiki/Soyuz-2.1b
","Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
","Baikonur , URL: /wiki/Baikonur_Cosmodrome
","2,400[134]","","32[132][135]","2006","2021"
"Soyuz ST-A , URL: /wiki/Soyuz_ST-A
","Russia , URL: /wiki/Russia
Europe , URL: /wiki/Europe
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
Arianespace , URL: /wiki/Arianespace
","Kourou , URL: /wiki/Guiana_Space_Centre
","Fregat , URL: /wiki/Fregat
","","6[132]","2011","2020"
"Soyuz ST-B , URL: /wiki/Soyuz_ST-B
","Russia , URL: /wiki/Russia
Europe , URL: /wiki/Europe
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
Arianespace , URL: /wiki/Arianespace
","Kourou , URL: /wiki/Guiana_Space_Centre
","Fregat , URL: /wiki/Fregat
","4,400 to SSO[139]","16[132]","2011","2019"
"Soyuz-2-1v , URL: /wiki/Soyuz-2-1v
","Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
","2,800[140]","","1,400 to SSO","5[140]","2013","2019"
"Soyuz-5 / Irtysh , URL: /wiki/Irtysh_(rocket)
","Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
RSC Energia , URL: /wiki/RSC_Energia
","18,000[141]","","2,500 to GEO","0","2022[142][143]",""
"Space Launch System , URL: /wiki/Space_Launch_System
","United States , URL: /wiki/United_States
","NASA , URL: /wiki/NASA
Boeing , URL: /wiki/Boeing
Northrop Grumman , URL: /wiki/Northrop_Grumman
SRBs , URL: /wiki/Space_Shuttle_Solid_Rocket_Booster
","95,000[144]","","26,000 to TLI[144]","0","2022[145]",""
"SLS Block 1B , URL: /wiki/Space_Launch_System
","United States , URL: /wiki/United_States
","NASA , URL: /wiki/NASA
Boeing , URL: /wiki/Boeing
Northrop Grumman , URL: /wiki/Northrop_Grumman
","105,000[146]","","37,000 to TLI[144]","0","2025[147]",""
"SLS Block 2 , URL: /wiki/Space_Launch_System
","United States , URL: /wiki/United_States
","NASA , URL: /wiki/NASA
Boeing , URL: /wiki/Boeing
Northrop Grumman , URL: /wiki/Northrop_Grumman
","130,000[148]","","45,000 to HCO[144]","0","late 2020s (TBD)",""
"Spectrum","Germany , URL: /wiki/Germany
","Isar Aerospace , URL: /wiki/Isar_Aerospace
","1,000[149]","","700 to SSO[149]","0","2022[150]",""
"SS-520 , URL: /wiki/SS-520
","Japan , URL: /wiki/Japan
","IHI Aerospace , URL: /wiki/IHI_Aerospace
","4[151]","","","2[152]","2017[153][w]","2018"
"SSLV , URL: /wiki/Small_Satellite_Launch_Vehicle
","India , URL: /wiki/India
","ISRO , URL: /wiki/Indian_Space_Research_Organisation
","500[154]","","300 to SSO","0","2022[155]",""
"Starship , URL: /wiki/SpaceX_Starship
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","100,000+[156][note 5]","21,000[157]","100,000+ to SSO[157]","0","2022 (orbital)[158]",""
"Starship , URL: /wiki/SpaceX_Starship
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","100,000+[156][note 6]","100,000+ [156]","100,000+ to Mars surface[156] 100,000+ to lunar surface[156]","0","2023 (TBD)[158]",""
"Starship , URL: /wiki/SpaceX_Starship
","United States , URL: /wiki/United_States
","SpaceX , URL: /wiki/SpaceX
","250,000[159]","85,000[160]","","0","2022 (TBD)[158]",""
"Terran 1 , URL: /wiki/Terran_1
","United States , URL: /wiki/United_States
","Relativity Space , URL: /wiki/Relativity_Space
","1,250[161]","","900 to SSO","0","2022[162]",""
"Terran R , URL: /wiki/Terran_R
","United States , URL: /wiki/United_States
","Relativity Space , URL: /wiki/Relativity_Space
","20,000[161]","","","0","2024[161]",""
"Unha , URL: /wiki/Unha
","North Korea , URL: /wiki/North_Korea
","KCST , URL: /wiki/Korean_Committee_of_Space_Technology
","100[163]","","","4[164]","2009[x]","2016"
"Vector-R , URL: /wiki/Vector-R
","United States , URL: /wiki/United_States
","Vector Launch , URL: /wiki/Vector_Launch
","64","","","0 (+2)","2022",""
"Vega , URL: /wiki/Vega_(rocket)
","Europe , URL: /wiki/Europe
","ESA , URL: /wiki/European_Space_Agency
ASI , URL: /wiki/Italian_Space_Agency
","1,500[y][165]","","1,330 to SSO[166]","15[167]","2012","2020"
"Vega C , URL: /wiki/Vega-C
","Europe , URL: /wiki/Europe
","ESA , URL: /wiki/European_Space_Agency
ASI , URL: /wiki/Italian_Space_Agency
","2,200[y][168]","","","0","2022[169]",""
"Vega E , URL: /wiki/Vega_(rocket)
","Europe , URL: /wiki/Europe
","ESA , URL: /wiki/European_Space_Agency
ASI , URL: /wiki/Italian_Space_Agency
","3,000[y][170]","","","0","2025[171]",""
"Vikram 1 , URL: /wiki/Vikram_1
","India , URL: /wiki/India
","Skyroot Aerospace , URL: /wiki/Skyroot_Aerospace
","315 to 45º inclination 500 km LEO","","200 to 500 km SSPO","0","2022[174]",""
"Vikram 2 , URL: /wiki/Skyroot_Aerospace
","India , URL: /wiki/India
","Skyroot Aerospace , URL: /wiki/Skyroot_Aerospace
","520 to 45º inclination 500 km LEO","","410 to 500 km SSPO","0","TBA",""
"Vikram 3 , URL: /wiki/Skyroot_Aerospace
","India , URL: /wiki/India
","Skyroot Aerospace , URL: /wiki/Skyroot_Aerospace
","720 to 45º inclination 500 km LEO","","580 to 500 km SSPO","0","TBA",""
"Vulcan , URL: /wiki/Vulcan_(rocket)
Centaur , URL: /wiki/Centaur_(rocket_stage)
","United States , URL: /wiki/United_States
","ULA , URL: /wiki/United_Launch_Alliance
","27,200[175]","14,400[175]","7,200 to GEO[175] 12,100 to TLI","0","2022[176]",""
"Yenisei , URL: /wiki/Yenisei_(rocket)
","Russia , URL: /wiki/Russia
","TsSKB-Progress , URL: /wiki/TsSKB-Progress
RSC Energia , URL: /wiki/RSC_Energia
","88,000 – 115,000[143]","","27,000 to TLI[178][179][180]","0","2028[179]",""
"Zero , URL: /wiki/Zero_(rocket)
","Japan , URL: /wiki/Japan
","Interstellar Technologies , URL: /wiki/Interstellar_Technologies
","","","100 to SSO[d][181]","0","2023[182]",""
"Zhuque-1 , URL: /wiki/Zhuque-1
","China , URL: /wiki/China
","LandSpace , URL: /wiki/LandSpace
","300[183]","","200 to SSO","1[184]","2018[184]","2018"
"Zhuque-2 , URL: /wiki/Zhuque-2
","China , URL: /wiki/China
","LandSpace , URL: /wiki/LandSpace
","4,000[185]","","2,000 to SSO","0","2022[62]",""
"Zuljanah , URL: /wiki/Zuljanah_(rocket)
","Iran , URL: /wiki/Iran
","Iranian Space Agency , URL: /wiki/Iranian_Space_Agency
","220[186]","","","0","TBA",""
"921 rocket , URL: /wiki/Long_March_(rocket_family)#921_rocket
","China , URL: /wiki/China
","CALT , URL: /wiki/China_Academy_of_Launch_Vehicle_Technology
","","","25,000 to TLI[187]","0","2025[89]",""
