"Maxthon , URL: /wiki/Maxthon
","Proprietary , URL: /wiki/Proprietary_software
","September 8, 2005","1.0.0250","Android","6.0.2.3500 / December 9, 2021; 3 months ago (2021-12-09)[13]"
"Maxthon , URL: /wiki/Maxthon
","Proprietary , URL: /wiki/Proprietary_software
","September 8, 2005","1.0.0250","Mac","5.1.60 / August 27, 2018; 3 years ago (2018-08-27)[14]"
"Maxthon , URL: /wiki/Maxthon
","Proprietary , URL: /wiki/Proprietary_software
","September 8, 2005","1.0.0250","iOS","6.0.6 / December 14, 2021; 3 months ago (2021-12-14)[15]"
"Maxthon , URL: /wiki/Maxthon
","Proprietary , URL: /wiki/Proprietary_software
","September 8, 2005","1.0.0250","Windows Phone","2.2.0 / March 30, 2017; 4 years ago (2017-03-30)[16]"
"Maxthon , URL: /wiki/Maxthon
","Proprietary , URL: /wiki/Proprietary_software
","September 8, 2005","1.0.0250","Linux","1.0.5.3 / September 9, 2014; 7 years ago (2014-09-09)[17]"
"MediaMonkey , URL: /wiki/MediaMonkey
","Freemium , URL: /wiki/Freemium
","?","?","5.0.2.2531 (December 22, 2021; 2 months ago (2021-12-22)) [±]","5.0.2.2531 (December 22, 2021; 2 months ago (2021-12-22)) [±]"
"Microsoft Office Outlook , URL: /wiki/Microsoft_Office_Outlook
","Proprietary , URL: /wiki/Proprietary_software
","1997","97","15.0.4517.1509 (January 29, 2013)","15.0.4517.1509 (January 29, 2013)"
"Mozilla Firefox , URL: /wiki/Firefox
","MPL-2.0 , URL: /wiki/Mozilla_Public_License
","September 23, 2002","0.1","Standard","
URL: https://www.wikidata.org/wiki/Q698?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
"
"Mozilla Firefox , URL: /wiki/Firefox
","MPL-2.0 , URL: /wiki/Mozilla_Public_License
","September 23, 2002","0.1","Extended Support Release","
URL: https://www.wikidata.org/wiki/Q698?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
"
"Mozilla Thunderbird , URL: /wiki/Mozilla_Thunderbird
","MPL-2.0 , URL: /wiki/Mozilla_Public_License
","December 7, 2004","1.0","
URL: https://www.wikidata.org/wiki/Q483604?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
","
URL: https://www.wikidata.org/wiki/Q483604?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
"
"My Yahoo! , URL: /wiki/My_Yahoo!
","","?","?","?","?"
"NetNewsWire , URL: /wiki/NetNewsWire
","MIT , URL: /wiki/MIT_license
","February 11, 2003","1.0","5.1.1 (October 5, 2020)","5.1.1 (October 5, 2020)"
"Netscape Browser , URL: /wiki/Netscape_Browser
","Proprietary , URL: /wiki/Proprietary_software
","May 19, 2005","8.0","8.1.3 (April 2, 2007; 14 years ago (2007-04-02)) [±]","8.1.3 (April 2, 2007; 14 years ago (2007-04-02)) [±]"
"Netscape Navigator 9 , URL: /wiki/Netscape_Navigator_9
","Proprietary , URL: /wiki/Proprietary_software
","October 15, 2007","9.0","9.0.0.6 (February 20, 2008)","9.0.0.6 (February 20, 2008)"
"Netvibes , URL: /wiki/Netvibes
","Proprietary , URL: /wiki/Proprietary_software
","?","?","?","?"
"News360 , URL: /wiki/News360
","Proprietary , URL: /wiki/Proprietary_software
","November, 2010","?","?","?"
"NewsBlur , URL: /wiki/NewsBlur
","MIT , URL: /wiki/MIT_license
","October 26, 2010","1.0","4.0","4.0"
"NewsFire , URL: /wiki/NewsFire
","Proprietary , URL: /wiki/Proprietary_software
","?","?","2.0","2.0"
"OmniWeb , URL: /wiki/OmniWeb
","Proprietary , URL: /wiki/Proprietary_software
","March 17, 1995","1.0","5.11.2 (July 23, 2012; 9 years ago (2012-07-23)) [±]","5.11.2 (July 23, 2012; 9 years ago (2012-07-23)) [±]"
"Opera Mail , URL: /wiki/Opera_Mail
","Proprietary , URL: /wiki/Proprietary_software
","December, 1996","2.1","1.0.1044[26] (February 16, 2016; 6 years ago (2016-02-16)) [±]","1.0.1044[26] (February 16, 2016; 6 years ago (2016-02-16)) [±]"
"Pegasus Mail , URL: /wiki/Pegasus_Mail
","Proprietary , URL: /wiki/Proprietary_software
","1990","?","4.73 (7 June 2018; 3 years ago (2018-06-07)[27]) [±]","4.73 (7 June 2018; 3 years ago (2018-06-07)[27]) [±]"
"Protopage , URL: /wiki/Protopage
","Proprietary , URL: /wiki/Proprietary_software
","May, 2005","1.0","11.43 (December 2015)","11.43 (December 2015)"
"Pulse , URL: /wiki/Pulse_(software)
","?","?","?","?","?"
"QuiteRSS , URL: /wiki/QuiteRSS
","GPL-3.0-or-later , URL: /wiki/GNU_General_Public_License
","Dec, 2014","0.14.0","0.19.3 (01.29.2020)","0.19.3 (01.29.2020)"
"Rhythmbox , URL: /wiki/Rhythmbox
","GPL-2.0-or-later , URL: /wiki/GNU_General_Public_License
","?","?","3.4.4 (January 4, 2020; 2 years ago (2020-01-04)) [±]","3.4.4 (January 4, 2020; 2 years ago (2020-01-04)) [±]"
"RSS Bandit , URL: /wiki/RSS_Bandit
","BSD-3-Clause , URL: /wiki/BSD_licenses
","March, 2003","1.0","1.9.0.1002 (July 4, 2010)","1.9.0.1002 (July 4, 2010)"
"RSS Guard , URL: /wiki/RSS_Guard
","GPL-3.0-only , URL: /wiki/GNU_General_Public_License
","February 4, 2014","1.9.9.3","
URL: https://www.wikidata.org/wiki/Q107242660?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
","
URL: https://www.wikidata.org/wiki/Q107242660?uselang=en#P348
//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png
"
"RSSOwl , URL: /wiki/RSSOwl
","EPL-1.0 , URL: /wiki/Eclipse_Public_License
","December 19, 2004","1.0","2.2.1 (December 30, 2013; 8 years ago (2013-12-30)) [±]","2.2.1 (December 30, 2013; 8 years ago (2013-12-30)) [±]"
"Safari , URL: /wiki/Safari_(web_browser)
","Proprietary , URL: /wiki/Proprietary_software
","?","?","macOS","15.0[29][30] / 10 February 2022; 38 days ago (10 February 2022)"
"Safari , URL: /wiki/Safari_(web_browser)
","Proprietary , URL: /wiki/Proprietary_software
","?","?","iOS","15.0[29][30] / 10 February 2022; 38 days ago (10 February 2022)"
"Sage , URL: /wiki/Sage_(Mozilla_Firefox_extension)
","MPL-1.1 , URL: /wiki/Mozilla_Public_License
","?","?","1.5.5 (June 16, 2017)","1.5.5 (June 16, 2017)"
"Shiira , URL: /wiki/Shiira
","BSD-3-Clause , URL: /wiki/BSD_licenses
","?","?","2.3 (August 11, 2009; 12 years ago (2009-08-11)) [±]","2.3 (August 11, 2009; 12 years ago (2009-08-11)) [±]"
"Sleipnir , URL: /wiki/Sleipnir_(web_browser)
","Proprietary , URL: /wiki/Proprietary_software
","October, 2005","2.00","Windows (Sleipnir 6) 6.4.15 (December 16, 2021; 3 months ago (2021-12-16)[31]) Windows (Sleipnir 4) 4.7.14 (December 16, 2021; 3 months ago (2021-12-16)[32]) macOS 4.7.9 (March 2, 2021; 12 months ago (2021-03-02)[33]) iOS 4.6.11 (November 25, 2021; 3 months ago (2021-11-25)[34]) Android 3.5.28 Update 1 (October 29, 2021; 4 months ago (2021-10-29)[35]) [±]","Windows (Sleipnir 6) 6.4.15 (December 16, 2021; 3 months ago (2021-12-16)[31]) Windows (Sleipnir 4) 4.7.14 (December 16, 2021; 3 months ago (2021-12-16)[32]) macOS 4.7.9 (March 2, 2021; 12 months ago (2021-03-02)[33]) iOS 4.6.11 (November 25, 2021; 3 months ago (2021-11-25)[34]) Android 3.5.28 Update 1 (October 29, 2021; 4 months ago (2021-10-29)[35]) [±]"
"Songbird , URL: /wiki/Songbird_(software)
","GPL , URL: /wiki/GNU_General_Public_License
","?","?","2.2.0, Build 2453 (February 4, 2013; 9 years ago (2013-02-04)) [±]","2.2.0, Build 2453 (February 4, 2013; 9 years ago (2013-02-04)) [±]"
"The Bat! , URL: /wiki/The_Bat!
","Shareware , URL: /wiki/Shareware
","March, 1998","1.00 Build 1310","9.5 (December 21, 2021; 2 months ago (2021-12-21)) [±]","9.5 (December 21, 2021; 2 months ago (2021-12-21)) [±]"
"The Old Reader , URL: /wiki/The_Old_Reader
","Proprietary , URL: /wiki/Proprietary_software
","June 12, 2012[36]","Beta","Beta[37]","Beta[37]"
"Tiny Tiny RSS , URL: /wiki/Tiny_Tiny_RSS
","GPL-3.0-or-later , URL: /wiki/GNU_General_Public_License
","?","?","rolling releases, most recent February 2019[38]","rolling releases, most recent February 2019[38]"
"Winamp , URL: /wiki/Winamp
","Freemium , URL: /wiki/Freemium
","?","?","5.666.3516 (December 12, 2013; 8 years ago (2013-12-12)) [±]","5.666.3516 (December 12, 2013; 8 years ago (2013-12-12)) [±]"
"Windows Live Mail , URL: /wiki/Windows_Live_Mail
","Proprietary , URL: /wiki/Proprietary_software
","?","?","2012 (v16.4.3528.0331) (November 4, 2014; 7 years ago (2014-11-04)) [±]","2012 (v16.4.3528.0331) (November 4, 2014; 7 years ago (2014-11-04)) [±]"
"Zimbra , URL: /wiki/Zimbra
","Zimbra licensing","March, 2006","3.5","7.1.3 (November, 2011)","7.1.3 (November, 2011)"
"Zune , URL: /wiki/Zune_Software
","Proprietary , URL: /wiki/Proprietary_software
","?","?","4.08.2345 (August 22, 2011; 10 years ago (2011-08-22)) [±]","4.08.2345 (August 22, 2011; 10 years ago (2011-08-22)) [±]"
"Client","License","Date","Version","Latest stable release","Latest stable release"
"Client","License","First stable release","First stable release","Latest stable release","Latest stable release"
